#    Sample    030           044           070           100-1a        100-1b        100-2a        100-2b        100-3a        100-3b        100-4a        100-4b        143           217-2         217-3         217-5a        217-5b        217-6         217-7a        217-7b        217-8         353-1         353-2         353-3         353-4         353-5         353-6         545-1         545-2         545-4         857-1         857-2         857-3         0.4-Haslam    022-WMAP_K    030-WMAP_Ka   040-WMAP_Q1   040-WMAP_Q2   060-WMAP_V1   060-WMAP_V2   090-WMAP_W1   090-WMAP_W2   090-WMAP_W3   090-WMAP_W4   
     352      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     353      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     354      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     355      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     356      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     357      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     358      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     359      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     360      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     361      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     362      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     363      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     364      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     365      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     366      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     367      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     368      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     369      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     370      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     371      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     372      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     373      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     374      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     375      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     376      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     377      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     378      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     379      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     380      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     381      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     382      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     383      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     384      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     385      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     386      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     387      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     388      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     389      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     390      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     391      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     392      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     393      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     394      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     395      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     396      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     397      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     398      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     399      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     400      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     401      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     402      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     403      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     404      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     405      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     406      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     407      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     408      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     409      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     410      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     411      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     412      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     413      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
     414      0.992671      0.999446      0.995844      0.998940      0.998984      0.998982      0.998937      0.999056      0.999079      0.998963      0.998964      1.000000      0.999786      0.999683      0.999751      0.999723      0.999896      0.999787      0.999767      0.999851      1.003444      1.003396      1.002964      1.003075      1.003184      1.002743      1.010681      1.010442      1.020556      1.050259      1.165521      1.082180      1.410546      0.998169      1.000481      1.000282      1.000367      1.000649      1.000652      1.000515      1.000446      1.000670      1.000964
